InitialMass,MeltTemp,EndState,FinalMass,FinalAlt,FinalVel,FinalLat,FinalLon
150,1060,demise,2.845,82.355,4.168,41.411,66.557
150,1070,demise,3.317,81.86,4.121,41.579,66.62
150,1080,demise,3.856,81.352,4.069,41.745,66.682
150,1090,impact,4.435,0,0.005,42.853,66.908
150,1100,impact,5.086,0,0.005,43.024,66.984
150,1110,impact,5.806,0,0.005,43.19,67.058
150,1120,impact,6.595,0,0.006,43.35,67.13
150,1130,impact,7.456,0,0.006,43.504,67.199
150,1140,impact,8.413,0,0.006,43.655,67.266
150,1150,impact,9.431,0,0.007,43.799,67.331
150,1160,impact,10.541,0,0.007,43.939,67.394
150,1170,impact,11.746,0,0.008,44.074,67.456
150,1180,impact,13.048,0,0.008,44.205,67.515
150,1190,impact,14.447,0,0.008,44.332,67.573
150,1200,impact,15.947,0,0.009,44.454,67.629
150,1210,impact,17.552,0,0.009,44.572,67.683
150,1220,impact,19.267,0,0.01,44.687,67.735
150,1230,impact,21.098,0,0.01,44.797,67.786
150,1240,impact,23.053,0,0.011,44.904,67.835
150,1250,impact,25.113,0,0.011,45.007,67.882
150,1260,impact,27.299,0,0.012,45.106,67.929
150,1270,impact,29.628,0,0.012,45.202,67.973
150,1280,impact,32.061,0,0.013,45.295,68.016
150,1290,impact,34.651,0,0.013,45.385,68.058
150,1300,impact,37.355,0,0.014,45.471,68.099
150,1310,impact,40.216,0,0.014,45.555,68.138
150,1320,impact,43.209,0,0.015,45.636,68.176
150,1330,impact,46.345,0,0.015,45.713,68.213
150,1340,impact,49.636,0,0.016,45.789,68.249
150,1350,impact,53.08,0,0.016,45.861,68.283
150,1360,impact,56.672,0,0.017,45.931,68.316
150,1370,impact,60.409,0,0.017,45.998,68.348
150,1380,impact,64.302,0,0.018,46.063,68.379
150,1390,impact,68.352,0,0.019,46.125,68.409
155,800,demise,0,93.466,6.367,41.424,66.506
155,810,demise,0,93.003,5.865,41.805,66.648
155,820,demise,0,92.612,6.235,42.131,66.771
155,830,demise,0,92.2,6.277,42.452,66.893
155,840,demise,0,91.766,6.185,42.771,67.016
155,850,demise,0,91.311,5.912,43.085,67.139
155,860,demise,0,90.907,5.745,43.363,67.249
155,870,demise,0,90.449,5.757,43.654,67.365
155,880,demise,0.001,90.038,3.789,43.913,67.47
155,890,demise,0.012,89.593,3.69,44.176,67.578
155,900,demise,0.027,89.148,3.659,44.43,67.683
155,910,demise,0.042,88.702,3.942,44.675,67.785
155,920,demise,0.067,88.247,4.107,44.915,67.886
155,930,demise,0.138,87.778,3.604,45.151,67.987
155,940,demise,0.187,87.326,3.739,45.373,68.083
155,950,demise,0.278,86.873,3.852,45.588,68.176
155,960,demise,0.383,86.424,3.997,45.795,68.267
155,970,demise,0.522,85.977,4.055,45.995,68.355
155,980,demise,0.691,85.515,4.068,46.193,68.444
155,990,demise,0.874,85.06,4.075,46.382,68.529
155,1000,demise,1.085,84.624,4.154,46.562,68.611
155,1010,demise,1.312,84.052,3.816,46.772,68.707
155,1020,demise,1.577,83.591,3.854,46.947,68.788
155,1030,demise,1.881,83.256,4.174,47.085,68.852
155,1040,demise,2.218,82.78,4.14,47.255,68.932
155,1050,demise,2.604,82.293,4.096,47.422,69.011
155,1060,demise,3.048,81.794,4.044,47.588,69.09
155,1070,demise,3.56,81.284,3.988,47.751,69.168
155,1080,impact,4.101,0,0.005,48.809,69.454
155,1090,impact,4.721,0,0.005,48.977,69.55
155,1100,impact,5.399,0,0.005,49.14,69.643
155,1110,impact,6.154,0,0.006,49.297,69.734
155,1120,impact,6.969,0,0.006,49.448,69.822
155,1130,impact,7.875,0,0.006,49.596,69.908
155,1140,impact,8.858,0,0.007,49.738,69.991
155,1150,impact,9.915,0,0.007,49.875,70.071
155,1160,impact,11.066,0,0.007,50.008,70.15
155,1170,impact,12.311,0,0.008,50.137,70.226
155,1180,impact,13.652,0,0.008,50.262,70.299
155,1190,impact,15.093,0,0.009,50.382,70.371
155,1200,impact,16.638,0,0.009,50.498,70.44
155,1210,impact,18.291,0,0.01,50.611,70.508
155,1220,impact,20.059,0,0.01,50.72,70.573
155,1230,impact,21.934,0,0.01,50.825,70.637
155,1240,impact,23.921,0,0.011,50.926,70.698
155,1250,impact,26.04,0,0.011,51.025,70.758
155,1260,impact,28.28,0,0.012,51.12,70.816
155,1270,impact,30.642,0,0.012,51.211,70.872
155,1280,impact,33.147,0,0.013,51.3,70.926
155,1290,impact,35.772,0,0.013,51.386,70.979
155,1300,impact,38.54,0,0.014,51.469,71.03
155,1310,impact,41.458,0,0.014,51.549,71.08
155,1320,impact,44.5,0,0.015,51.626,71.128
155,1330,impact,47.697,0,0.015,51.701,71.174
155,1340,impact,51.048,0,0.016,51.773,71.22
155,1350,impact,54.55,0,0.017,51.842,71.263
155,1360,impact,58.199,0,0.017,51.91,71.306
155,1370,impact,61.997,0,0.018,51.974,71.346
155,1380,impact,65.952,0,0.018,52.036,71.386
155,1390,impact,70.065,0,0.019,52.096,71.424
160,800,demise,0,88.305,5.684,-15.144,-131.296
160,810,demise,0,88,5.081,-15.303,-131.266
160,820,demise,0,87.685,5.587,-15.463,-131.235
160,830,demise,0,87.367,4.995,-15.621,-131.204
160,840,demise,0.012,87.041,3.067,-15.779,-131.173
160,850,demise,0.011,86.717,3.123,-15.934,-131.143
160,860,demise,0.05,86.379,3.15,-16.091,-131.112
160,870,demise,0.066,86.042,3.194,-16.245,-131.082
160,880,demise,0.1,85.707,3.416,-16.396,-131.052
160,890,demise,0.158,85.364,3.533,-16.546,-131.023
160,900,demise,0.218,85.015,3.609,-16.696,-130.993
160,910,demise,0.292,84.631,3.281,-16.854,-130.962
160,920,demise,0.387,84.275,3.388,-16.999,-130.933
160,930,demise,0.499,83.909,3.44,-17.145,-130.904
160,940,demise,0.635,83.541,3.487,-17.289,-130.876
160,950,demise,0.801,83.178,3.558,-17.429,-130.848
160,960,demise,0.994,82.808,3.61,-17.567,-130.82
160,970,demise,1.221,82.41,3.554,-17.71,-130.791
160,980,demise,1.461,82.072,3.697,-17.835,-130.766
160,990,demise,1.746,81.73,3.813,-17.959,-130.741
160,1000,demise,2.031,81.251,3.575,-18.114,-130.71
160,1010,demise,2.362,80.897,3.664,-18.235,-130.686
160,1020,demise,2.742,80.538,3.737,-18.356,-130.661
160,1030,demise,3.17,80.175,3.795,-18.475,-130.637
160,1040,demise,3.648,79.807,3.84,-18.593,-130.613
160,1050,impact,4.177,0,0.004,-19.526,-130.538
160,1060,impact,4.759,0,0.005,-19.67,-130.504
160,1070,impact,5.398,0,0.005,-19.81,-130.47
160,1080,impact,6.097,0,0.005,-19.948,-130.438
160,1090,impact,6.859,0,0.006,-20.081,-130.406
160,1100,impact,7.69,0,0.006,-20.212,-130.375
160,1110,impact,8.593,0,0.006,-20.339,-130.345
160,1120,impact,9.574,0,0.007,-20.464,-130.316
160,1130,impact,10.639,0,0.007,-20.585,-130.287
160,1140,impact,11.793,0,0.008,-20.704,-130.259
160,1150,impact,13.028,0,0.008,-20.819,-130.232
160,1160,impact,14.346,0,0.008,-20.931,-130.206
160,1170,impact,15.769,0,0.009,-21.04,-130.18
160,1180,impact,17.294,0,0.009,-21.147,-130.155
160,1190,impact,18.906,0,0.01,-21.25,-130.13
160,1200,impact,20.645,0,0.01,-21.351,-130.107
160,1210,impact,22.469,0,0.011,-21.449,-130.084
160,1220,impact,24.429,0,0.011,-21.544,-130.061
160,1230,impact,26.482,0,0.011,-21.636,-130.04
160,1240,impact,28.677,0,0.012,-21.727,-130.018
160,1250,impact,30.976,0,0.012,-21.814,-129.998
160,1260,impact,33.407,0,0.013,-21.899,-129.978
160,1270,impact,35.979,0,0.013,-21.981,-129.958
160,1280,impact,38.673,0,0.014,-22.061,-129.939
160,1290,impact,41.5,0,0.014,-22.139,-129.921
160,1300,impact,44.47,0,0.015,-22.215,-129.903
160,1310,impact,47.584,0,0.015,-22.288,-129.886
160,1320,impact,50.843,0,0.016,-22.359,-129.869
160,1330,impact,54.248,0,0.016,-22.428,-129.853
160,1340,impact,57.799,0,0.017,-22.494,-129.837
160,1350,impact,61.499,0,0.018,-22.559,-129.822
160,1360,impact,65.349,0,0.018,-22.621,-129.807
160,1370,impact,69.351,0,0.019,-22.681,-129.793
160,1380,impact,73.508,0,0.019,-22.74,-129.779
160,1390,impact,77.823,0,0.02,-22.796,-129.766
165,800,demise,0,87.915,5.804,-30.101,-128.078
165,810,demise,0.001,87.603,2.904,-30.257,-128.038
165,820,demise,0,87.274,5.649,-30.417,-127.996
165,830,demise,0.016,86.945,2.917,-30.573,-127.955
165,840,demise,0,86.614,5.361,-30.728,-127.915
165,850,demise,0.039,86.277,3.028,-30.882,-127.874
165,860,demise,0.064,85.936,3.157,-31.035,-127.834
165,870,demise,0.076,85.587,3.079,-31.187,-127.794
165,880,demise,0.137,85.246,3.349,-31.334,-127.755
165,890,demise,0.196,84.896,3.495,-31.481,-127.715
165,900,demise,0.256,84.534,3.518,-31.629,-127.676
165,910,demise,0.359,84.143,3.222,-31.783,-127.634
165,920,demise,0.467,83.775,3.295,-31.927,-127.595
165,930,demise,0.595,83.398,3.348,-32.071,-127.556
165,940,demise,0.744,83.038,3.443,-32.207,-127.519
165,950,demise,0.924,82.664,3.487,-32.344,-127.481
165,960,demise,1.133,82.286,3.52,-32.48,-127.444
165,970,demise,1.375,81.898,3.52,-32.615,-127.407
165,980,demise,1.634,81.552,3.642,-32.737,-127.373
165,990,demise,1.936,81.203,3.74,-32.858,-127.339
165,1000,demise,2.26,80.713,3.507,-33.01,-127.297
165,1010,demise,2.617,80.35,3.583,-33.129,-127.264
165,1020,demise,3.023,79.983,3.644,-33.246,-127.231
165,1030,demise,3.478,79.611,3.692,-33.363,-127.198
165,1040,impact,3.984,0,0.004,-34.266,-127.084
165,1050,impact,4.545,0,0.005,-34.406,-127.037
165,1060,impact,5.162,0,0.005,-34.543,-126.992
165,1070,impact,5.839,0,0.005,-34.676,-126.947
165,1080,impact,6.58,0,0.006,-34.807,-126.904
165,1090,impact,7.39,0,0.006,-34.935,-126.862
165,1100,impact,8.272,0,0.006,-35.06,-126.82
165,1110,impact,9.233,0,0.007,-35.181,-126.78
165,1120,impact,10.268,0,0.007,-35.3,-126.74
165,1130,impact,11.374,0,0.007,-35.415,-126.702
165,1140,impact,12.572,0,0.008,-35.528,-126.664
165,1150,impact,13.871,0,0.008,-35.638,-126.628
165,1160,impact,15.251,0,0.009,-35.745,-126.592
165,1170,impact,16.726,0,0.009,-35.849,-126.557
165,1180,impact,18.321,0,0.01,-35.951,-126.523
165,1190,impact,19.991,0,0.01,-36.049,-126.49
165,1200,impact,21.793,0,0.01,-36.145,-126.458
165,1210,impact,23.685,0,0.011,-36.238,-126.426
165,1220,impact,25.717,0,0.011,-36.33,-126.396
165,1230,impact,27.837,0,0.012,-36.418,-126.366
165,1240,impact,30.097,0,0.012,-36.504,-126.337
165,1250,impact,32.482,0,0.013,-36.587,-126.309
165,1260,impact,34.983,0,0.013,-36.668,-126.281
165,1270,impact,37.625,0,0.014,-36.747,-126.255
165,1280,impact,40.407,0,0.014,-36.824,-126.229
165,1290,impact,43.324,0,0.015,-36.898,-126.203
165,1300,impact,46.37,0,0.015,-36.971,-126.179
165,1310,impact,49.561,0,0.016,-37.041,-126.155
165,1320,impact,52.9,0,0.016,-37.109,-126.132
165,1330,impact,56.386,0,0.017,-37.174,-126.109
165,1340,impact,60.022,0,0.017,-37.238,-126.087
165,1350,impact,63.81,0,0.018,-37.3,-126.066
165,1360,impact,67.752,0,0.018,-37.36,-126.045
165,1370,impact,71.85,0,0.019,-37.418,-126.025
165,1380,impact,76.108,0,0.02,-37.474,-126.006
165,1390,impact,80.512,0,0.02,-37.528,-125.987
170,800,demise,0,86.624,2.787,-60.578,-113.137
170,810,demise,0.016,86.304,3.12,-60.709,-113.002
170,820,demise,0.015,85.981,2.883,-60.839,-112.868
170,830,demise,0.023,85.656,2.848,-60.967,-112.735
170,840,demise,0.037,85.332,3.133,-61.093,-112.602
170,850,demise,0.085,85.005,3.394,-61.217,-112.47
170,860,demise,0.127,84.655,2.994,-61.346,-112.332
170,870,demise,0.182,84.309,3.008,-61.471,-112.196
170,880,demise,0.245,83.96,3.037,-61.595,-112.06
170,890,demise,0.322,83.643,3.491,-61.708,-111.935
170,900,demise,0.415,83.283,3.426,-61.83,-111.799
170,910,demise,0.525,82.919,3.41,-61.951,-111.663
170,920,demise,0.667,82.558,3.413,-62.069,-111.529
170,930,demise,0.832,82.189,3.4,-62.186,-111.394
170,940,demise,1.026,81.81,3.364,-62.303,-111.258
170,950,demise,1.254,81.419,3.32,-62.42,-111.121
170,960,demise,1.511,81.025,3.278,-62.536,-110.984
170,970,demise,1.771,80.668,3.346,-62.641,-110.859
170,980,demise,2.067,80.307,3.401,-62.745,-110.733
170,990,demise,2.402,79.942,3.444,-62.848,-110.608
170,1000,demise,2.779,79.572,3.477,-62.95,-110.483
170,1010,demise,3.199,79.196,3.5,-63.051,-110.358
170,1020,demise,3.666,78.816,3.516,-63.151,-110.233
170,1030,impact,4.185,0,0.005,-63.959,-109.587
170,1040,impact,4.758,0,0.005,-64.071,-109.419
170,1050,impact,5.382,0,0.005,-64.181,-109.254
170,1060,impact,6.057,0,0.005,-64.288,-109.093
170,1070,impact,6.798,0,0.006,-64.392,-108.934
170,1080,impact,7.611,0,0.006,-64.495,-108.776
170,1090,impact,8.501,0,0.006,-64.596,-108.621
170,1100,impact,9.458,0,0.007,-64.693,-108.47
170,1110,impact,10.481,0,0.007,-64.789,-108.321
170,1120,impact,11.598,0,0.008,-64.882,-108.174
170,1130,impact,12.799,0,0.008,-64.974,-108.03
170,1140,impact,14.075,0,0.008,-65.062,-107.89
170,1150,impact,15.463,0,0.009,-65.149,-107.751
170,1160,impact,16.921,0,0.009,-65.234,-107.615
170,1170,impact,18.499,0,0.01,-65.316,-107.482
170,1180,impact,20.159,0,0.01,-65.396,-107.352
170,1190,impact,21.949,0,0.01,-65.475,-107.223
170,1200,impact,23.818,0,0.011,-65.55,-107.099
170,1210,impact,25.818,0,0.011,-65.625,-106.976
170,1220,impact,27.933,0,0.012,-65.697,-106.856
170,1230,impact,30.155,0,0.012,-65.767,-106.739
170,1240,impact,32.51,0,0.013,-65.835,-106.624
170,1250,impact,34.999,0,0.013,-65.901,-106.511
170,1260,impact,37.605,0,0.014,-65.966,-106.401
170,1270,impact,40.339,0,0.014,-66.028,-106.294
170,1280,impact,43.212,0,0.015,-66.089,-106.189
170,1290,impact,46.224,0,0.015,-66.148,-106.087
170,1300,impact,49.377,0,0.016,-66.206,-105.987
170,1310,impact,52.672,0,0.016,-66.262,-105.889
170,1320,impact,56.113,0,0.017,-66.316,-105.794
170,1330,impact,59.7,0,0.017,-66.368,-105.701
170,1340,impact,63.436,0,0.018,-66.419,-105.611
170,1350,impact,67.325,0,0.018,-66.468,-105.523
170,1360,impact,71.369,0,0.019,-66.516,-105.438
170,1370,impact,75.571,0,0.02,-66.562,-105.354
170,1380,impact,79.936,0,0.02,-66.607,-105.274
170,1390,impact,84.437,0,0.021,-66.65,-105.196
175,800,demise,0.015,85.437,3.124,-74.734,-20.693
175,810,demise,0.03,85.134,3.083,-74.67,-20.258
175,820,demise,0.049,84.822,2.864,-74.604,-19.825
175,830,demise,0.074,84.51,2.878,-74.538,-19.4
175,840,demise,0.103,84.194,2.922,-74.472,-18.982
175,850,demise,0.149,83.885,3.263,-74.407,-18.581
175,860,demise,0.199,83.559,3.216,-74.34,-18.172
175,870,demise,0.265,83.224,3.144,-74.272,-17.764
175,880,demise,0.349,82.885,3.108,-74.203,-17.363
175,890,demise,0.452,82.539,3.081,-74.133,-16.967
175,900,demise,0.586,82.235,3.407,-74.071,-16.614
175,910,demise,0.726,81.875,3.311,-74,-16.224
175,920,demise,0.897,81.509,3.241,-73.929,-15.841
175,930,demise,1.088,81.15,3.227,-73.86,-15.472
175,940,demise,1.32,80.776,3.182,-73.789,-15.102
175,950,demise,1.577,80.504,3.485,-73.733,-14.815
175,960,demise,1.851,80.114,3.39,-73.661,-14.451
175,970,demise,2.154,79.756,3.401,-73.594,-14.119
175,980,demise,2.495,79.392,3.407,-73.527,-13.792
175,990,demise,2.876,79.023,3.409,-73.46,-13.47
175,1000,demise,3.302,78.649,3.407,-73.393,-13.153
175,1010,demise,3.776,78.269,3.402,-73.326,-12.841
175,1020,impact,4.303,0,0.005,-72.961,-11.147
175,1030,impact,4.859,0,0.005,-72.873,-10.79
175,1040,impact,5.476,0,0.005,-72.787,-10.443
175,1050,impact,6.158,0,0.006,-72.701,-10.105
175,1060,impact,6.911,0,0.006,-72.617,-9.777
175,1070,impact,7.717,0,0.006,-72.534,-9.46
175,1080,impact,8.585,0,0.007,-72.454,-9.155
175,1090,impact,9.54,0,0.007,-72.374,-8.857
175,1100,impact,10.564,0,0.007,-72.296,-8.569
175,1110,impact,11.659,0,0.008,-72.22,-8.291
175,1120,impact,12.857,0,0.008,-72.145,-8.019
175,1130,impact,14.112,0,0.008,-72.072,-7.759
175,1140,impact,15.48,0,0.009,-72,-7.506
175,1150,impact,16.921,0,0.009,-71.93,-7.261
175,1160,impact,18.48,0,0.01,-71.861,-7.024
175,1170,impact,20.113,0,0.01,-71.794,-6.795
175,1180,impact,21.871,0,0.01,-71.728,-6.572
175,1190,impact,23.72,0,0.011,-71.663,-6.358
175,1200,impact,25.681,0,0.011,-71.6,-6.15
175,1210,impact,27.769,0,0.012,-71.539,-5.948
175,1220,impact,29.961,0,0.012,-71.478,-5.753
175,1230,impact,32.271,0,0.013,-71.42,-5.564
175,1240,impact,34.712,0,0.013,-71.362,-5.381
175,1250,impact,37.283,0,0.014,-71.306,-5.204
175,1260,impact,39.987,0,0.014,-71.251,-5.033
175,1270,impact,42.81,0,0.015,-71.198,-4.867
175,1280,impact,45.77,0,0.015,-71.146,-4.707
175,1290,impact,48.87,0,0.016,-71.095,-4.552
175,1300,impact,52.112,0,0.016,-71.045,-4.402
175,1310,impact,55.5,0,0.017,-70.997,-4.257
175,1320,impact,59.034,0,0.017,-70.95,-4.117
175,1330,impact,62.718,0,0.018,-70.905,-3.982
175,1340,impact,66.556,0,0.018,-70.86,-3.851
175,1350,impact,70.548,0,0.019,-70.817,-3.724
175,1360,impact,74.682,0,0.019,-70.775,-3.603
175,1370,impact,78.975,0,0.02,-70.734,-3.485
175,1380,impact,83.431,0,0.02,-70.695,-3.372
175,1390,impact,88.055,0,0.021,-70.657,-3.263
180,800,demise,0.019,85.162,2.814,-56.696,17.111
180,810,demise,0.037,84.861,2.762,-56.574,17.205
180,820,demise,0.058,84.557,2.803,-56.453,17.298
180,830,demise,0.084,84.25,2.858,-56.332,17.39
180,840,demise,0.125,83.948,3.226,-56.215,17.479
180,850,demise,0.168,83.632,3.184,-56.095,17.569
180,860,demise,0.225,83.307,3.122,-55.975,17.659
180,870,demise,0.301,82.976,3.072,-55.854,17.748
180,880,demise,0.391,82.641,3.054,-55.735,17.836
180,890,demise,0.513,82.292,2.986,-55.613,17.924
180,900,demise,0.641,81.996,3.323,-55.507,18.001
180,910,demise,0.793,81.64,3.25,-55.387,18.087
180,920,demise,0.971,81.284,3.214,-55.27,18.171
180,930,demise,1.181,80.922,3.183,-55.153,18.253
180,940,demise,1.419,80.556,3.159,-55.038,18.335
180,950,demise,1.689,80.273,3.408,-54.943,18.401
180,960,demise,1.969,79.925,3.425,-54.834,18.477
180,970,demise,2.284,79.571,3.436,-54.727,18.551
180,980,demise,2.636,79.213,3.442,-54.62,18.624
180,990,demise,3.029,78.849,3.444,-54.514,18.696
180,1000,demise,3.468,78.48,3.443,-54.409,18.768
180,1010,demise,3.955,78.105,3.438,-54.304,18.838
180,1020,impact,4.495,0,0.005,-53.648,19.151
180,1030,impact,5.092,0,0.005,-53.522,19.237
180,1040,impact,5.73,0,0.005,-53.399,19.32
180,1050,impact,6.427,0,0.006,-53.278,19.4
180,1060,impact,7.194,0,0.006,-53.16,19.478
180,1070,impact,8.037,0,0.006,-53.044,19.554
180,1080,impact,8.938,0,0.007,-52.931,19.628
180,1090,impact,9.908,0,0.007,-52.821,19.699
180,1100,impact,10.969,0,0.007,-52.712,19.769
180,1110,impact,12.101,0,0.008,-52.607,19.836
180,1120,impact,13.316,0,0.008,-52.503,19.902
180,1130,impact,14.633,0,0.009,-52.402,19.966
180,1140,impact,16.017,0,0.009,-52.304,20.027
180,1150,impact,17.523,0,0.009,-52.207,20.087
180,1160,impact,19.098,0,0.01,-52.114,20.145
180,1170,impact,20.799,0,0.01,-52.022,20.202
180,1180,impact,22.586,0,0.011,-51.933,20.256
180,1190,impact,24.491,0,0.011,-51.846,20.309
180,1200,impact,26.517,0,0.011,-51.76,20.361
180,1210,impact,28.64,0,0.012,-51.678,20.411
180,1220,impact,30.894,0,0.012,-51.597,20.459
180,1230,impact,33.279,0,0.013,-51.518,20.506
180,1240,impact,35.778,0,0.013,-51.441,20.552
180,1250,impact,38.404,0,0.014,-51.367,20.596
180,1260,impact,41.167,0,0.014,-51.294,20.639
180,1270,impact,44.067,0,0.015,-51.223,20.68
180,1280,impact,47.108,0,0.015,-51.154,20.721
180,1290,impact,50.29,0,0.016,-51.087,20.76
180,1300,impact,53.615,0,0.016,-51.022,20.797
180,1310,impact,57.086,0,0.017,-50.958,20.834
180,1320,impact,60.705,0,0.017,-50.897,20.869
180,1330,impact,64.474,0,0.018,-50.837,20.904
180,1340,impact,68.398,0,0.019,-50.779,20.937
180,1350,impact,72.478,0,0.019,-50.723,20.969
180,1360,impact,76.719,0,0.02,-50.668,21
180,1370,impact,81.124,0,0.02,-50.615,21.03
180,1380,impact,85.697,0,0.021,-50.564,21.059
180,1390,impact,90.413,0,0.021,-50.514,21.087
185,800,demise,0.01,85.164,2.925,-44.264,24.031
185,810,demise,0.029,84.862,2.737,-44.133,24.084
185,820,demise,0.059,84.556,2.791,-44.002,24.138
185,830,demise,0.09,84.246,2.822,-43.873,24.19
185,840,demise,0.133,83.93,2.818,-43.742,24.243
185,850,demise,0.182,83.629,3.207,-43.619,24.293
185,860,demise,0.243,83.305,3.171,-43.49,24.344
185,870,demise,0.318,82.976,3.14,-43.362,24.395
185,880,demise,0.417,82.634,3.075,-43.233,24.446
185,890,demise,0.526,82.298,3.099,-43.106,24.496
185,900,demise,0.665,81.947,3.076,-42.979,24.546
185,910,demise,0.832,81.589,3.052,-42.851,24.595
185,920,demise,1.017,81.302,3.381,-42.744,24.637
185,930,demise,1.224,80.937,3.33,-42.619,24.685
185,940,demise,1.468,80.556,3.245,-42.492,24.734
185,950,demise,1.724,80.215,3.3,-42.377,24.778
185,960,demise,2.014,79.869,3.343,-42.263,24.821
185,970,demise,2.339,79.518,3.377,-42.15,24.864
185,980,demise,2.703,79.163,3.402,-42.038,24.906
185,990,demise,3.108,78.802,3.42,-41.927,24.948
185,1000,demise,3.559,78.436,3.432,-41.816,24.989
185,1010,impact,4.058,0,0.004,-41.128,25.138
185,1020,impact,4.61,0,0.005,-40.994,25.19
185,1030,impact,5.219,0,0.005,-40.862,25.241
185,1040,impact,5.888,0,0.005,-40.733,25.291
185,1050,impact,6.6,0,0.006,-40.607,25.339
185,1060,impact,7.382,0,0.006,-40.484,25.386
185,1070,impact,8.238,0,0.006,-40.363,25.432
185,1080,impact,9.173,0,0.007,-40.245,25.476
185,1090,impact,10.175,0,0.007,-40.13,25.519
185,1100,impact,11.248,0,0.007,-40.017,25.561
185,1110,impact,12.418,0,0.008,-39.907,25.602
185,1120,impact,13.669,0,0.008,-39.799,25.641
185,1130,impact,15.002,0,0.009,-39.694,25.68
185,1140,impact,16.45,0,0.009,-39.591,25.717
185,1150,impact,17.965,0,0.009,-39.491,25.753
185,1160,impact,19.608,0,0.01,-39.393,25.789
185,1170,impact,21.329,0,0.01,-39.298,25.823
185,1180,impact,23.183,0,0.011,-39.205,25.856
185,1190,impact,25.125,0,0.011,-39.115,25.888
185,1200,impact,27.196,0,0.012,-39.026,25.92
185,1210,impact,29.391,0,0.012,-38.94,25.95
185,1220,impact,31.692,0,0.013,-38.857,25.98
185,1230,impact,34.129,0,0.013,-38.775,26.008
185,1240,impact,36.702,0,0.014,-38.695,26.036
185,1250,impact,39.398,0,0.014,-38.618,26.063
185,1260,impact,42.224,0,0.014,-38.542,26.089
185,1270,impact,45.192,0,0.015,-38.469,26.115
185,1280,impact,48.305,0,0.016,-38.398,26.139
185,1290,impact,51.563,0,0.016,-38.328,26.163
185,1300,impact,54.968,0,0.017,-38.261,26.186
185,1310,impact,58.522,0,0.017,-38.195,26.209
185,1320,impact,62.228,0,0.018,-38.132,26.23
185,1330,impact,66.087,0,0.018,-38.07,26.252
185,1340,impact,70.104,0,0.019,-38.01,26.272
185,1350,impact,74.281,0,0.019,-37.952,26.292
185,1360,impact,78.622,0,0.02,-37.895,26.311
185,1370,impact,83.128,0,0.02,-37.841,26.329
185,1380,impact,87.806,0,0.021,-37.788,26.347
185,1390,impact,92.627,0,0.022,-37.737,26.364
190,800,demise,0.035,85.105,2.837,-36.582,26.699
190,810,demise,0.053,84.805,3.112,-36.448,26.74
190,820,demise,0.074,84.499,3.111,-36.313,26.782
190,830,demise,0.103,84.187,3.078,-36.178,26.823
190,840,demise,0.139,83.87,3.078,-36.044,26.864
190,850,demise,0.184,83.548,3.073,-35.91,26.905
190,860,demise,0.255,83.222,3.089,-35.778,26.945
190,870,demise,0.345,82.883,3.027,-35.643,26.986
190,880,demise,0.44,82.553,3.109,-35.514,27.025
190,890,demise,0.564,82.206,3.097,-35.382,27.064
190,900,demise,0.707,81.857,3.103,-35.251,27.103
190,910,demise,0.879,81.494,3.077,-35.119,27.142
190,920,demise,1.082,81.122,3.059,-34.988,27.181
190,930,demise,1.301,80.856,3.424,-34.885,27.212
190,940,demise,1.549,80.475,3.343,-34.755,27.25
190,950,demise,1.822,80.135,3.405,-34.638,27.284
190,960,demise,2.128,79.79,3.454,-34.521,27.318
190,970,demise,2.47,79.441,3.491,-34.406,27.351
190,980,demise,2.851,79.088,3.519,-34.292,27.385
190,990,demise,3.273,78.729,3.538,-34.178,27.417
190,1000,demise,3.741,78.364,3.55,-34.065,27.45
190,1010,impact,4.256,0,0.005,-33.331,27.564
190,1020,impact,4.824,0,0.005,-33.195,27.605
190,1030,impact,5.448,0,0.005,-33.062,27.645
190,1040,impact,6.133,0,0.005,-32.931,27.685
190,1050,impact,6.883,0,0.006,-32.803,27.723
190,1060,impact,7.704,0,0.006,-32.678,27.76
190,1070,impact,8.599,0,0.006,-32.555,27.797
190,1080,impact,9.56,0,0.007,-32.436,27.832
190,1090,impact,10.592,0,0.007,-32.319,27.866
190,1100,impact,11.714,0,0.008,-32.205,27.899
190,1110,impact,12.933,0,0.008,-32.093,27.932
190,1120,impact,14.213,0,0.008,-31.985,27.963
190,1130,impact,15.601,0,0.009,-31.878,27.994
190,1140,impact,17.088,0,0.009,-31.774,28.024
190,1150,impact,18.662,0,0.01,-31.673,28.053
190,1160,impact,20.358,0,0.01,-31.575,28.081
190,1170,impact,22.138,0,0.01,-31.479,28.108
190,1180,impact,24.048,0,0.011,-31.385,28.135
190,1190,impact,26.058,0,0.011,-31.293,28.16
190,1200,impact,28.191,0,0.012,-31.204,28.185
190,1210,impact,30.459,0,0.012,-31.117,28.21
190,1220,impact,32.829,0,0.013,-31.033,28.233
190,1230,impact,35.338,0,0.013,-30.951,28.256
190,1240,impact,37.988,0,0.014,-30.871,28.278
190,1250,impact,40.764,0,0.014,-30.793,28.3
190,1260,impact,43.672,0,0.015,-30.717,28.321
190,1270,impact,46.725,0,0.015,-30.643,28.341
190,1280,impact,49.925,0,0.016,-30.571,28.361
190,1290,impact,53.273,0,0.016,-30.501,28.38
